ID	N1	N2	N3	CA4	CA5	CA6	N7	N8	N9	N10	CA11	CA12	CA13	CA14
NM_001113561	35	71	169	7	2	6	229	175	442	65	144	55	2	138
NM_001113567	22	23	59	17	10	11	50	30	65	23	58	25	36	171
NM_001113738	38	42	159	75	7	37	154	53	310	63	101	84	99	625
NM_001113738	39	24	160	88	10	36	154	53	310	63	101	84	99	625
NM_001113755	334	794	762	1560	8737	1631	1172	716	786	577	3406	13126	12279	7384
NM_001113756	338	803	780	1583	8813	1636	1190	722	802	588	3453	13287	12386	7494
NM_001114	140	209	538	276	206	201	639	408	723	366	882	2523	2118	3029
NM_001114086	414	626	1589	23	0	32	986	969	1279	338	447	36	56	301
NM_001114089	420	377	550	362	524	529	489	494	985	194	670	1204	2316	2429
NM_001114090	3	5	4	1	24	36	12	8	6	24	133	128	54	39
NM_001114091	437	596	1764	842	45	522	1388	1038	2328	546	1755	1302	1600	3896
NM_001114092	353	370	1148	250	36	370	595	485	894	258	871	578	684	1162
NM_001114093	957	1253	3405	1332	245	929	819	723	1607	319	1164	1219	1129	2335
NM_001114094	52	41	262	56	19	27	210	86	164	137	116	167	308	1169
NM_001114099	368	200	312	66	246	514	250	228	821	94	403	391	326	1020
NM_001114100	363	196	306	60	241	514	245	221	823	95	358	368	283	969
NM_001114101	385	568	861	377	1857	341	560	342	651	206	767	1851	2337	4379
NM_001114106	133	237	309	80	4	49	144	166	454	101	300	48	210	641
NM_001114107	56	69	309	26	28	9	189	15	44	8	48	144	4	458
NM_001114108	17	26	57	40	205	7	160	97	119	231	443	811	1801	388
NM_001114118	431	340	943	395	40	624	709	528	1264	246	943	1409	785	2199
NM_001114120	1	31	92	294	20	231	64	37	56	109	376	268	640	939
NM_001114121	58	66	174	153	15	96	63	33	79	56	465	178	407	826
NM_001114122	78	92	241	245	17	128	93	56	104	91	599	222	575	1109
NM_001114123	182	253	379	241	387	204	292	232	493	106	624	822	493	1194
NM_001114132	61	66	222	60	9	33	1528	1096	3065	809	1340	1478	1693	2885
NM_001114135	178	149	221	103	204	51	119	99	326	43	144	739	337	623
NM_001114136	175	147	220	102	192	51	117	99	315	42	139	725	333	607
NM_001114137	180	149	223	102	204	51	115	97	323	43	142	730	334	623
NM_001114138	173	146	219	101	190	51	112	97	312	40	138	716	330	605
NM_001114139	176	146	218	101	206	51	112	92	312	44	139	724	312	610
NM_001114171	11	1571	24	19	50	23	70	8	9	8	658	34	61	134
NM_001114172	680	488	1159	520	22	356	806	521	1628	237	916	962	914	3183
NM_001114173	610	998	1661	702	856	138	1003	482	1348	420	915	970	808	4131
NM_001114176	184	182	820	247	165	213	486	350	1071	326	585	727	749	1176
NM_001114182	257	237	753	316	57	169	598	412	1071	257	568	501	524	1355
NM_001114184	129	172	357	117	16	92	184	135	342	101	304	181	213	511
NM_001114185	60	87	185	353	220	207	122	78	120	117	325	659	382	537
NM_001114309	1835	795	1746	1118	781	2090	1587	663	2714	1317	3868	3132	7090	6185
NM_001114331	151	180	293	191	598	503	550	281	731	158	544	1784	967	2775
NM_001114377	28	29	74	23	180	82	20	8	29	17	46	80	28	91
NM_001114380	136	156	405	57	58	25	750	273	474	152	231	257	732	1626
NM_001114382	308	217	337	192	248	367	946	568	1851	201	926	2277	1058	2453
NM_001114387	17	3	212	65	0	11	111	866	14	3114	2226	1976	728	8
NM_001114393	175	211	522	139	44	141	837	642	1639	499	933	648	595	2321
NM_001114394	191	225	540	147	57	143	904	688	1790	523	1018	722	660	2527
NM_001114395	27	32	106	40	3	34	78	71	296	10	111	162	248	450
NM_001114396	37	16	60	11	0	9	40	20	12	24	25	31	148	136
NM_001114397	186	309	771	271	81	231	708	549	1666	349	1099	2026	1724	2625
NM_001114403	224	33	430	186	121	891	322	172	321	104	408	1246	422	679
NM_001114600	1084	1434	2673	1775	2490	1202	1509	1012	1999	598	2819	3940	2936	4984
NM_001114614	508	392	925	381	1058	387	426	403	881	116	806	2885	305	2663
NM_001114617	1314	1513	2475	1128	2259	1397	1382	1098	1922	548	1717	3442	1392	5071
NM_001114618	1320	1522	2504	1131	2236	1412	1382	1100	1916	547	1719	3446	1394	5071
NM_001114619	1279	1471	2394	1104	2225	1382	1311	1078	1829	530	1662	3310	1337	4857
NM_001114620	1280	1475	2397	1106	2237	1383	1331	1082	1868	537	1692	3392	1389	4940
NM_001114632	69	46	141	105	96	199	110	121	191	95	234	488	205	719
NM_001114633	57	44	79	114	266	181	107	84	237	95	677	275	181	722
NM_001114634	89	87	297	16	0	7	354	258	840	104	260	94	29	178
NM_001114635	89	86	297	15	0	7	344	247	817	104	250	81	26	173
NM_001114636	72	131	293	184	10	357	175	158	645	86	427	233	467	1207
NM_001114734	14	28	80	6	0	0	102	62	221	54	85	65	12	76
NM_001114735	145	235	637	296	4	32	213	53	146	198	122	37	53	424
NM_001114752	3547	3228	6800	366	63	394	6201	5934	5751	3151	8858	516	262	4056
NM_001114753	536	546	958	331	1855	287	696	282	712	238	614	1113	587	1734
NM_001114937	83	135	460	34	0	18	118	67	92	44	47	22	76	190
NM_001114938	7	22	33	4	2	12	58	65	57	14	22	22	12	58
NM_001114978	67	18	821	2372	216	892	546	259	204	987	2991	11617	8539	1697
NM_001114979	6	4	81	279	115	27	160	49	38	227	970	4619	2618	548
NM_001114980	68	20	847	2411	235	898	581	267	205	1021	3150	12258	8896	1753
NM_001114981	68	19	845	2398	235	898	567	262	201	998	3066	11898	8710	1715
NM_001114982	7	5	105	305	134	33	181	52	35	238	1045	4900	2789	566
NM_001115	1	6	3	0	0	0	2	4	61	6	11	0	0	0
NM_001115007	60	79	295	96	8	52	339	271	558	161	731	298	1069	1410
NM_001115008	60	78	296	96	5	52	357	286	569	164	739	331	1076	1450
NM_001115016	609	473	1268	593	118	1102	932	713	1674	344	968	1830	1140	3523
NM_001115113	743	772	2226	871	132	591	1541	1195	3161	1087	1930	1646	2033	3934
NM_001115131	4	10	35	0	0	0	35	35	14	0	2	0	0	12
NM_001115156	4220	3933	11072	4257	291	3334	3989	3041	7424	2196	6119	4067	3070	10541
NM_001116	166	155	317	130	71	88	560	482	877	167	676	1097	716	1933
NM_001117	95	66	139	3	2	0	68	67	114	12	135	0	2	87
NM_001118	376	697	722	8	5	7	1402	1195	2559	50	2661	33	0	174
NM_001118887	73	151	235	88	17	144	169	52	160	86	109	192	119	211
NM_001118888	64	145	209	81	17	143	157	51	153	84	106	176	115	205
NM_001118890	480	741	1171	206	24	115	431	375	953	283	460	170	144	762
NM_001119	792	605	1733	596	345	694	2581	1645	3378	824	2826	3702	2715	5693
NM_001120	161	167	279	179	500	469	234	334	663	124	450	1131	630	1283
NM_001121	1095	1144	4619	730	37	251	3337	2400	6151	1296	2453	4796	4184	5962
NM_001122	403	237	722	325	26	143	491	255	955	217	792	918	435	1441
NM_001122606	527	665	1430	817	229	183	1610	1383	3468	883	2949	2252	4050	4634
NM_001122607	24	39	80	34	73	27	285	204	481	109	320	797	424	1431
NM_001122608	134	148	407	246	91	157	194	93	255	123	514	415	398	643
NM_001122630	344	126	488	100	100	1525	118	131	313	36	262	691	34	1076
NM_001122631	344	126	488	100	100	1525	118	131	313	36	254	687	34	1071
NM_001122633	23	4	26	3	0	5	21	13	78	12	67	23	263	45
NM_001122634	20	3	15	3	0	5	19	9	60	8	53	20	217	40
NM_001122659	187	174	602	12	3	3	549	265	1164	202	726	243	12	747
NM_001122670	42	48	135	88	8	81	97	83	259	65	383	286	267	676
NM_001122671	16	19	30	22	18	49	35	49	81	20	46	193	20	209
NM_001122672	16	17	30	21	17	45	33	46	78	19	37	168	19	180
NM_001122674	59	88	227	73	23	11	303	262	736	276	512	279	206	853
NM_001122679	5	5	67	1	0	1	43	31	22	78	70	1018	0	29
NM_001122681	268	258	638	382	636	698	1035	512	1476	381	1197	2337	1888	3155
NM_001122731	8	20	48	67	11	12	263	88	439	75	268	699	466	738
NM_001122740	2968	3771	5979	139	17	377	5473	5375	16228	2139	6815	829	2195	3892
NM_001122741	2970	3777	5982	139	17	377	5476	5391	16251	2140	6837	833	2199	3898
NM_001122742	2969	3775	5984	139	19	377	5473	5379	16249	2139	6803	829	2198	3896
NM_001122752	71	79	174	56	0	50	71	139	156	24	51	41	42	256
NM_001122764	80	88	168	70	63	83	134	140	382	33	179	71	453	442
NM_001122769	57	68	326	39	6	60	217	162	333	71	107	146	89	457
NM_001122770	4	15	28	10	1	0	184	108	393	50	104	161	444	335
NM_001122772	100	66	130	97	285	64	159	106	100	70	100	255	159	383
NM_001122779	2	2	19	19	1	14	22	32	52	7	46	46	7	52
NM_001122821	1918	1869	6188	3051	138	2470	2212	1537	3552	1065	3980	3346	3583	6105
NM_001122823	235	212	406	437	935	670	568	258	775	171	1233	2413	865	1834
NM_001122824	745	1020	2193	494	16	224	3158	2523	5908	1133	4938	2871	1934	6718
NM_001122825	380	356	1052	739	25	1014	746	517	1606	779	2066	2340	2505	2574
NM_001122826	388	358	1067	746	25	1020	752	528	1627	794	2150	2407	2560	2658
NM_001122827	380	356	1052	739	25	1014	746	517	1606	779	2066	2340	2496	2570
NM_001122834	91	105	271	58	4	50	154	129	528	54	197	168	66	527
NM_001122835	136	139	374	157	5	145	241	114	431	119	349	212	280	953
NM_001122837	565	528	1059	469	47	313	363	477	776	168	753	543	1856	1154
NM_001122838	207	215	795	214	3	150	202	166	507	133	254	170	155	495
NM_001122839	557	515	1051	463	47	314	335	459	726	157	710	489	1675	1082
NM_001122842	632	617	2493	692	12	302	1739	1101	2296	878	1166	929	1958	3831
NM_001122847	6	23	19	3	0	3	30	25	14	29	10	4	12	35
NM_001122848	7	23	18	3	0	3	31	25	14	30	10	4	14	36
NM_001122853	43	31	71	1	0	2	16	24	119	6	8	18	1	4
NM_001122870	222	195	419	102	80	93	241	170	457	134	351	692	291	694
NM_001122890	89	56	202	57	111	516	94	67	157	121	245	305	274	1021
NM_001122898	887	737	1481	770	1079	813	978	745	1706	346	1921	2760	359	5014
NM_001122898	832	703	1502	768	1094	806	978	745	1706	346	1921	2760	359	5014
NM_001122951	326	224	537	57	57	14	557	126	565	126	367	129	12	448
NM_001122955	430	298	517	217	189	256	575	616	1172	237	917	656	684	1860
NM_001122956	667	878	1627	912	2380	893	1511	982	2268	944	2787	5311	3325	4529
NM_001122957	172	155	326	186	550	193	238	193	505	145	432	760	454	1022
NM_001122962	16	10	10	20	4	4	16	16	43	21	15	28	28	67
NM_001122964	538	827	2295	870	79	508	1927	1342	3659	919	2018	2098	2924	4616
NM_001122965	0	8	6	5	0	0	6	2	0	53	14	0	32	2
NM_001123	161	249	509	381	37	234	238	238	641	281	733	859	518	1533
NM_001123041	81	177	353	25	3	5	336	170	334	125	164	104	89	608
NM_001123068	60	88	88	165	5	103	70	50	101	62	169	150	112	277
NM_001123168	8	16	53	95	8	89	14	2	9	12	66	28	89	48
NM_001123226	207	196	443	182	23	86	465	411	872	170	526	541	383	1093
NM_001123329	329	465	1561	343	16	229	1125	738	1958	495	1119	931	875	2620
NM_001123355	417	463	1290	538	42	485	871	866	1730	521	1746	951	1528	2273
NM_001123363	185	201	557	125	10	47	632	528	1152	227	610	424	614	1309
NM_001123363	188	199	573	153	6	50	632	528	1152	227	610	424	614	1309
NM_001123364	9	22	22	0	0	0	30	23	70	14	33	41	2	57
NM_001123369	408	439	1243	525	41	479	846	824	1634	502	1646	898	1453	2132
NM_001123375	1	0	1	1	1	0	145	74	180	109	946	225	829	1127
NM_001123377	1961	2105	4202	1866	170	1153	1604	1426	3417	778	2595	1116	1485	4361
NM_001123378	346	266	541	352	43	79	628	494	1124	161	1102	884	713	1595
NM_001123383	177	180	393	137	66	56	530	376	868	285	605	848	894	1583
NM_001123384	177	180	392	137	66	56	528	376	862	284	598	836	892	1570
NM_001123385	178	184	392	139	66	56	541	381	875	286	614	856	911	1615
NM_001123391	36	22	86	62	101	204	29	17	56	21	49	77	75	136
NM_001123391	18	15	47	30	50	122	29	17	56	21	49	77	75	136
NM_001123392	10	11	26	28	33	80	9	10	30	6	33	33	37	57
NM_001123396	47	120	201	16	2	3	290	149	297	110	145	117	67	517
NM_001124	118	279	256	1639	1739	436	135	116	295	196	1010	2283	390	1191
NM_001124756	13	18	46	10	31	70	58	34	110	24	56	82	131	471
NM_001124758	188	167	375	146	497	345	144	128	401	269	627	182	69	533
NM_001124767	208	139	296	46	42	53	52	62	186	45	119	18	74	231
NM_001125	178	140	444	47	33	87	171	94	178	41	185	260	157	312
NM_001126	461	515	1421	497	183	419	752	570	1140	405	1153	1192	898	2402
NM_001126044	15	10	28	2	40	0	37	5	23	8	50	66	2	25
NM_001126049	11	19	38	12	10	10	32	20	52	13	13	19	26	38
NM_001126050	1818	1836	4425	4238	326	2425	2381	1561	3295	1124	5355	7048	13459	8177
NM_001126051	1814	1835	4422	4239	328	2425	2379	1561	3292	1124	5350	7043	13463	8163
NM_001126054	152	204	637	463	27	187	608	454	1047	322	1716	1788	1323	3090
NM_001126055	152	204	637	463	27	187	609	454	1053	325	1719	1790	1331	3100
NM_001126056	192	273	391	44	913	39	239	307	1029	937	1534	1162	408	331
NM_001126057	121	140	204	34	1006	26	65	103	373	469	783	926	277	121
NM_001126058	121	140	204	34	1006	26	64	102	367	463	781	924	276	121
NM_001126059	239	328	444	22	125	35	229	308	1052	680	1201	486	317	337
NM_001126060	8	3	8	1	4	18	14	8	76	4	27	11	56	45
NM_001126102	6054	591	6611	905	2	5	2450	799	2372	721	470	2	0	2234
NM_001126103	82	174	420	1107	24	485	203	143	267	195	1211	1490	1827	1913
NM_001126104	82	174	429	1107	24	485	203	143	268	195	1220	1491	1841	1923
NM_001126105	117	108	233	76	8	147	173	163	204	88	189	386	472	1965
NM_001126106	118	108	233	76	8	147	179	162	208	88	191	386	472	1966
NM_001126111	233	236	643	280	6	169	304	339	694	165	356	222	462	1261
NM_001126112	284	283	674	567	96	511	671	254	823	261	890	1607	1148	2610
NM_001126113	284	283	674	567	96	511	672	254	824	262	892	1608	1148	2619
NM_001126114	284	283	674	567	96	511	674	256	825	262	892	1608	1149	2620
NM_001126115	268	265	639	541	60	501	579	220	715	227	742	1316	937	2243
NM_001126116	268	265	639	541	60	501	582	222	716	228	742	1317	938	2245
NM_001126117	268	265	639	541	60	501	580	220	715	228	742	1317	937	2244
NM_001126118	284	283	674	567	96	511	671	254	824	261	892	1607	1148	2618
NM_001126121	55	58	119	83	348	107	70	61	93	35	168	129	180	424
NM_001126122	55	58	117	83	348	107	65	60	92	34	168	129	179	420
NM_001126123	224	303	507	408	71	465	350	344	1168	127	624	411	447	1163
NM_001126128	6	18	79	27	1	0	27	22	38	78	70	6	7	16
NM_001126129	70	144	159	300	92	121	132	86	235	98	397	616	413	857
NM_001126130	66	131	149	280	92	118	124	81	218	90	375	535	358	769
NM_001126131	319	267	585	524	356	494	766	374	1051	232	1035	2256	1508	3374
NM_001126132	4	16	47	90	1037	705	0	10	0	4	65	669	2	180
NM_001126133	4	16	47	90	1037	705	0	10	0	4	65	669	2	180
NM_001126240	26	14	88	175	87	137	68	29	22	70	178	587	122	495
NM_001126241	26	14	86	173	86	137	67	29	22	67	168	581	117	485
NM_001126242	26	13	88	174	74	137	65	27	22	68	176	578	118	474
NM_001126328	72	65	188	71	0	19	153	87	604	124	302	305	339	314
NM_001126336	1277	2557	2271	319	65	124	2749	4841	6193	1434	10203	5883	258	4406
NM_001126337	77	50	143	541	38	285	86	62	161	158	787	1129	1634	1015
NM_001126339	158	166	297	77	39	24	138	136	284	47	138	150	122	214
NM_001126340	315	310	762	160	484	163	635	459	581	183	583	1159	328	1719
NM_001127	270	270	586	467	1069	327	1207	824	1485	709	2195	3453	2580	5242
NM_001127173	24	14	129	6	2	0	84	4	26	0	26	28	0	122
NM_001127178	148	150	376	186	100	107	414	277	638	176	467	328	417	1006
NM_001127179	2	1	10	10	9	18	40	15	56	14	16	44	466	149
NM_001127180	27	20	58	29	25	88	123	61	132	32	48	137	905	468
NM_001127181	23	29	60	81	13	15	78	66	128	55	300	239	1244	389
NM_001127182	17	145	328	660	68	157	90	65	96	145	683	1036	1315	1247
NM_001127183	696	690	2336	530	154	283	2502	1492	3709	1072	1835	2516	2248	8575
NM_001127184	158	177	428	184	48	38	843	558	1187	374	708	885	839	3321
NM_001127190	258	292	617	643	1545	1006	535	245	442	200	444	1201	1345	2345
NM_001127192	5352	4256	13582	4373	992	4791	3672	2734	7168	1807	5726	7936	4435	8191
NM_001127193	5352	4256	13582	4373	992	4791	3672	2734	7168	1807	5726	7936	4435	8191
NM_001127194	5352	4256	13578	4373	992	4789	3640	2715	7101	1795	5676	7864	4400	8119
NM_001127195	5352	4256	13578	4373	992	4789	3640	2715	7101	1795	5676	7864	4400	8119
NM_001127196	5351	4256	13578	4373	992	4789	3640	2715	7101	1795	5676	7864	4399	8119
NM_001127197	112	144	368	499	55	311	227	134	336	166	567	1419	2904	1792
NM_001127198	258	231	658	370	1124	680	670	373	630	237	478	2004	2423	2405
NM_001127202	169	239	452	177	13	122	587	291	1242	179	781	493	375	1720
NM_001127203	163	225	446	165	13	104	539	274	1163	156	722	442	331	1603
NM_001127204	371	424	663	769	291	253	538	397	898	398	1170	1422	588	1459
NM_001127205	357	414	643	754	257	245	519	377	868	372	1134	1380	567	1407
NM_001127206	357	414	644	755	257	245	518	376	868	372	1134	1380	567	1406
NM_001127207	85	73	199	53	32	60	236	171	308	67	195	378	312	573
NM_001127208	267	281	721	216	6	145	1397	1115	2948	1108	2285	1315	2485	3533
NM_001127211	233	298	1061	281	13	200	358	252	983	124	774	378	312	1640
NM_001127213	1856	2241	2886	1306	2905	2208	2416	1931	3354	753	4166	3331	3942	10981
NM_001127214	135	129	246	125	291	166	362	258	564	116	406	572	433	963
NM_001127215	21	32	96	104	2	2	73	63	66	20	43	59	117	421
NM_001127216	21	32	96	104	2	2	73	64	67	20	43	59	118	421
NM_001127217	65	48	208	13	6	28	217	168	456	59	226	161	64	185
NM_001127218	390	373	540	766	1372	1117	452	408	763	248	1503	1801	1189	1914
NM_001127219	40	27	87	45	37	37	83	22	244	30	81	123	103	799
NM_001127223	4569	4006	11727	8010	330	5352	6093	4008	8563	3479	8841	11653	4052	16468
NM_001127225	4569	4006	11726	8009	330	5352	6092	4008	8563	3478	8839	11652	4051	16466
NM_001127226	4569	4006	11726	8009	330	5352	6091	4008	8562	3478	8839	11651	4051	16464
NM_001127227	4569	4006	11726	8009	330	5352	6092	4010	8563	3478	8836	11649	4049	16463
NM_001127228	635	674	1766	768	283	522	477	341	993	224	625	850	555	1628
NM_001127229	519	653	1265	770	3661	1088	489	393	889	268	1000	1242	676	1764
NM_001127230	513	639	1255	758	3517	1073	477	383	866	264	976	1219	668	1709
NM_001127231	84	94	210	138	32	160	139	106	264	81	159	488	442	469
NM_001127232	1	1	4	0	0	1	27	12	73	11	29	38	6	52
NM_001127235	891	899	2819	622	47	821	1915	1528	3938	912	2417	1447	1514	4393
NM_001127236	794	792	2375	545	33	833	1479	1158	2939	682	1883	1184	1116	3269
NM_001127240	27	34	109	50	143	35	62	63	117	20	52	258	89	288
NM_001127241	27	34	109	50	143	35	60	57	106	18	49	210	85	267
NM_001127242	27	33	107	50	134	34	53	47	90	15	38	182	75	224
NM_001127244	244	301	677	1216	1887	579	671	435	765	371	2717	6735	2094	3194
NM_001127245	242	298	675	1210	1856	579	650	431	739	364	2649	6609	2060	3129
NM_001127255	44	21	84	18	0	73	40	23	35	14	147	436	338	1147
NM_001127257	289	335	1231	235	0	122	1023	718	1996	320	1031	575	441	3068
NM_001127258	28	19	35	12	62	3	30	24	112	20	80	260	154	232
NM_001127266	328	382	810	182	409	122	553	381	789	131	497	479	404	1059
NM_001127320	368	387	871	497	140	295	804	472	1294	367	1286	2379	2712	3844
NM_001127321	479	472	1580	699	25	1127	3587	2285	5447	1330	4445	5028	5087	12718
NM_001127322	475	468	1582	699	25	1127	3589	2287	5448	1330	4444	5027	5089	12718
NM_001127325	106	122	198	355	1180	363	186	128	309	79	438	427	487	1073
NM_001127328	338	442	1327	400	16	234	799	463	1485	258	861	136	600	1856
NM_001127350	111	106	297	152	17	206	155	131	323	118	288	501	248	534
NM_001127357	187	232	806	285	10	186	590	447	1280	373	875	780	582	2923
NM_001127358	189	234	816	289	25	186	598	458	1299	377	881	788	587	2978
NM_001127359	35	55	133	56	1	7	148	123	426	98	226	241	179	1000
NM_001127360	37	57	143	60	16	7	156	134	445	102	232	249	184	1055
NM_001127361	109	129	421	638	208	450	451	218	492	273	780	2461	2493	2476
NM_001127362	93	90	199	60	58	17	193	180	509	103	247	165	142	613
NM_001127364	10	29	37	13	8	2	36	26	129	20	41	14	81	111
NM_001127365	7	27	30	10	8	2	34	24	108	18	39	6	64	95
NM_001127370	59	89	400	436	41	445	192	177	346	108	402	591	198	2110
NM_001127371	59	88	391	426	41	437	186	152	336	104	377	544	186	1990
NM_001127372	270	262	909	193	13	268	668	597	1921	301	685	378	454	1675
NM_001127380	2802	3507	6167	215	0	12	1482	1179	4195	1085	355	99	30	457
NM_001127383	1945	1313	5577	295	38	590	4308	3340	7193	1047	3385	1995	267	10358
NM_001127392	118	138	174	32	28	8	159	113	353	114	269	35	24	135
NM_001127393	1020	1060	2225	1709	190	1133	684	558	1841	551	1208	582	730	1831
NM_001127394	303	396	1130	600	87	281	303	246	588	162	688	263	1787	1124
NM_001127395	70	132	213	81	59	33	120	97	218	45	164	132	117	326
NM_001127396	167	160	340	325	606	268	361	169	520	92	438	1060	791	1512
NM_001127397	862	886	2360	398	93	121	2243	2519	3679	801	2456	796	1194	4623
NM_001127398	768	813	2222	336	90	114	2239	2508	3737	830	2465	800	1207	4632
NM_001127399	1280	1585	3046	1089	73	838	1396	1128	2762	641	1539	1214	1299	2088
NM_001127400	1299	1604	3099	1164	74	844	1419	1142	2789	651	1563	1281	1319	2129
NM_001127401	1299	1607	3099	1165	74	844	1421	1144	2791	652	1564	1285	1326	2138
NM_001127443	44	33	150	46	37	35	97	45	225	36	202	128	13	242
NM_001127444	45	33	150	46	37	35	97	45	227	36	206	134	13	242
NM_001127448	47	85	161	55	3	55	100	114	280	62	209	379	201	525
NM_001127453	77	73	226	200	16	198	123	75	193	43	143	749	42	545
