"","GSM2277340","GSM2277341","GSM2277342","GSM2277343","GSM2277344","GSM2277345","GSM2277346","GSM2277347","GSM2277348","GSM2277349","GSM2277350","GSM2277351","GSM2277352","GSM2277353","GSM2277354","GSM2277355","GSM2277356","GSM2277357","GSM2277358","GSM2277359","GSM2277360","GSM2277361","GSM2277362","GSM2277363","GSM2277364","GSM2277365","GSM2277366","GSM2277367","GSM2277368","GSM2277369","GSM2277370","GSM2277371","GSM2277372","GSM2277373","GSM2277374","GSM2277375","GSM2277376","GSM2277377","GSM2277378","GSM2277379","GSM2277380","GSM2277381","GSM2277382","GSM2277383","GSM2277384","GSM2277385","GSM2277386","GSM2277387","GSM2277388","GSM2277389","GSM2277390","GSM2277391","GSM2277392","GSM2277393","GSM2277394","GSM2277395","GSM2277396","GSM2277397","GSM2277398","GSM2277399","GSM2277400","GSM2277401","GSM2277402","GSM2277403","GSM2277404","GSM2277405","GSM2277406","GSM2277407","GSM2277408","GSM2277409","GSM2277410","GSM2277411","GSM2277412","GSM2277413","GSM2277414","GSM2277415","GSM2277416","GSM2277417","GSM2277418","GSM2277419","GSM2277420","GSM2277421","GSM2277422","GSM2277423","GSM2277424"
"GDPGP1",10.32267,9.23796,13.21301,10.87451,11.71711,13.27736,9.71313,10.60927,12.00091,13.93782,10.53227,11.35708,14.25853,9.41823,17.94607,13.45998,11.29632,9.98987,14.26865,12.11811,11.21016,12.29301,11.07471,10.91179,9.33889,9.1611,13.18708,11.66048,13.07327,10.20199,11.65658,10.62756,8.78563,10.76224,8.44588,13.58864,11.57452,8.77028,10.18208,10.40854,12.1049,12.30274,11.44497,9.93599,8.87791,11.33254,10.20348,8.37702,11.03762,13.07849,11.30505,9.59372,7.96635,12.95504,12.50816,12.6661,10.2894,10.74808,16.70155,8.70678,12.57486,9.93063,10.03481,11.13739,13.18291,10.56796,10.29959,11.3686,10.82059,8.96289,10.46306,12.36767,10.91053,6.3259,12.18155,14.99709,10.19213,12.61678,8.6638,11.1497,9.26892,14.42232,12.50556,11.02788,12.83201
"GEM",2.2824,2.45566,3.04623,3.3583,2.97388,2.95439,2.88359,2.11621,4.24751,2.16426,4.48916,3.4565,2.34348,2.39193,2.48484,3.4799,5.16825,1.94247,2.45675,4.12718,2.64023,1.63907,2.47265,2.7979,4.01572,3.71024,2.45861,2.29866,4.29198,2.5588,2.68455,3.18397,2.55732,4.61239,2.32262,1.84054,2.84741,3.21354,2.6398,2.79927,2.51359,2.60115,3.6866,3.13297,2.87932,3.09756,3.7725,2.29059,2.74867,3.61269,2.71543,4.01788,3.45529,3.9543,3.32528,3.71027,2.38102,3.37195,3.5698,4.64067,3.02414,1.77862,3.08387,1.49926,3.33304,2.98389,2.56142,4.01577,3.01689,3.00279,2.90641,2.02574,2.70957,1.34355,2.52774,2.59243,3.39738,2.8538,1.34861,3.28773,3.13084,2.57368,3.86645,2.97159,2.31518
"GEMIN2",7.26218,7.98089,7.46325,6.95649,5.35299,6.81247,5.23599,6.96939,6.53982,5.93007,6.27332,3.81562,5.27989,7.05122,5.71168,5.12136,5.83274,4.76369,6.15,4.03937,6.40581,6.94653,5.18909,4.1269,8.21822,6.45857,6.7947,5.85114,6.06797,6.48009,5.33377,6.23885,5.93958,5.94486,5.48982,6.97054,7.10002,8.36859,8.29651,8.71321,6.48241,5.83501,7.64832,8.81707,4.19901,6.72397,8.83627,5.36653,7.38704,6.3292,5.92961,9.18373,5.24691,8.62414,6.72729,7.10069,5.9242,7.09514,4.71723,6.58533,7.39063,4.37244,6.55934,3.21271,7.31278,3.93708,8.38527,5.03386,6.75784,7.96196,6.97537,3.05638,8.92351,5.7101,5.5933,7.47067,7.74908,6.15819,5.43531,3.64509,3.74876,7.0412,4.89348,6.90068,4.60573
"GEMIN4",21.99403,29.93566,23.07517,29.50511,38.60102,29.85668,35.89306,30.78382,26.09187,27.13979,35.85575,42.9145,27.19002,31.64326,20.82779,35.25858,36.32544,34.50205,34.16666,20.06513,33.54393,28.48856,30.08977,44.20676,35.48778,39.3469,33.97348,30.76026,29.05719,33.0983,30.1305,35.06665,22.97463,28.28932,40.06516,26.43323,26.25529,23.56594,30.54625,29.56973,25.73119,28.96417,29.05262,43.59303,33.1722,21.83402,28.28112,34.48975,33.75708,30.4698,32.8068,36.07895,34.87279,31.14483,43.3565,28.78658,33.10748,28.13468,35.37923,34.34095,28.86818,30.53298,33.0904,41.01556,43.57823,34.35621,20.22171,37.16004,25.50281,31.62034,27.3848,32.41182,28.25177,29.67015,26.29925,24.11243,34.47003,34.32064,30.8137,41.73989,37.52883,36.03152,33.65023,34.63548,29.45698
"GEMIN5",19.03729,21.31162,20.82857,18.73721,21.94727,18.69953,20.56452,18.96125,26.66495,20.04103,23.71199,21.36747,15.64203,20.85465,16.68639,19.30358,18.45805,24.23468,21.8992,14.66467,24.84415,19.31759,18.21406,18.95575,19.98522,23.86465,16.47267,23.19558,17.80924,17.8784,17.44955,23.9658,18.47869,18.44955,26.76289,19.11025,18.34173,23.03035,21.18125,22.43357,16.27216,22.49644,22.00956,22.37835,20.93508,17.37655,21.19185,25.45828,20.44322,18.48352,18.56466,26.03424,23.57912,19.31959,19.20987,21.68589,23.61176,21.10979,18.93267,19.44661,21.33869,20.38002,20.02067,18.6337,15.32203,17.69614,11.05453,28.05385,17.25663,18.42624,17.63219,18.40934,18.78634,18.92172,16.37653,17.5059,20.80417,20.12677,19.98395,25.22976,23.06932,17.91864,23.62162,21.39542,16.96978
"GEMIN6",17.01425,20.5223,17.1731,14.84584,18.20017,15.84941,14.5697,15.51888,20.19255,15.1498,15.53941,11.85086,14.23029,15.6223,14.59844,16.61158,18.23655,12.81108,17.22976,11.15218,16.10109,19.16149,16.15932,13.35995,16.83335,15.20742,16.47267,14.62784,15.39192,12.96018,13.56402,12.3056,15.01394,16.75834,15.94161,21.89063,19.8209,17.20581,18.12243,17.18987,18.45502,18.55956,18.84568,17.76841,14.93649,16.01665,17.0902,15.90325,16.92149,16.88721,15.96007,17.2195,14.81294,18.60405,18.3146,14.71314,18.22612,18.79158,17.08403,15.24791,16.89506,17.04511,16.69205,13.54692,18.35658,14.50504,22.02818,17.30742,14.92357,19.70015,18.40723,11.72796,20.55659,15.11498,14.06391,16.80901,17.02506,17.64847,14.26258,14.36595,13.42964,14.27664,18.124,17.2352,15.93534
"GEMIN7",18.98542,18.0374,16.22116,16.55164,20.04398,19.32516,17.8327,16.16785,17.69798,18.78576,14.4459,20.7839,20.13135,14.94957,16.09969,25.01586,19.0487,19.23975,22.97301,14.1378,20.5159,18.2639,17.93545,23.78212,15.40917,14.88678,17.92548,20.56257,20.1279,18.50979,18.19133,16.90944,15.38516,16.34835,17.63078,20.95078,18.19381,12.31856,15.73404,16.40134,16.86749,19.68439,17.05741,18.26074,16.13621,16.62105,16.35596,13.54721,15.54715,19.77176,16.0709,14.43158,17.98028,19.73385,18.51924,15.86461,16.89389,16.26262,23.20368,16.30863,17.57395,17.41566,20.60807,20.98969,20.29671,22.83507,22.64831,16.00653,19.02654,17.10683,20.0219,22.78067,17.26898,14.83507,19.6841,19.90321,15.72719,19.07537,16.9598,19.15461,17.63155,22.38616,17.45946,16.6739,26.87087
"GEMIN8",30.65678,28.26932,24.82675,21.96225,24.92115,17.55253,33.00947,24.91486,28.55274,27.18308,30.96372,25.81154,32.10286,17.91457,28.62743,34.79897,36.4731,25.25217,22.63135,27.44138,40.07958,39.96204,33.88582,37.91149,32.89624,24.36851,33.21355,14.83681,31.42518,25.52158,34.86378,27.10674,27.42931,29.1093,23.01503,22.12559,17.75006,22.56171,26.35609,26.57333,37.37306,23.90247,28.7775,27.52537,34.55187,32.0333,21.72355,23.82215,30.1065,36.15488,30.42388,30.05213,32.76122,20.63769,25.29769,20.91825,29.47926,25.64085,30.72575,32.44048,24.47084,21.71399,26.62896,35.7146,35.56899,23.87115,21.43501,33.59675,21.84231,25.06879,35.97484,27.96941,22.57974,20.20929,25.43874,14.85772,32.37052,24.18216,21.86383,26.30185,42.47226,40.25624,32.01907,21.79163,37.2153
"GEN1",17.42923,31.30966,28.36798,44.03111,24.20742,25.51199,21.55101,25.70491,35.56451,40.29848,28.08605,10.23484,28.7994,24.54221,18.70532,25.08152,33.59365,17.43602,17.01825,24.54357,20.64575,23.06403,21.17428,16.43764,31.28528,27.89553,23.9379,21.81638,48.83976,24.49141,25.14996,26.93463,29.94538,21.16574,19.58389,15.58582,26.69905,31.53283,27.7179,30.71309,24.20981,24.60548,32.95931,21.707,27.89344,23.49612,25.2935,22.3169,25.9835,25.26081,19.50675,36.03795,21.2756,27.45415,25.98832,32.75273,20.04023,35.15957,22.69371,26.91588,33.18838,18.15675,23.30034,10.97675,17.90886,10.52651,25.47935,17.08117,39.21962,25.70574,20.79694,9.20467,22.43523,21.44088,26.81018,34.70517,39.2798,26.88576,17.61367,18.43988,14.78908,33.31216,27.06518,31.49881,12.95516
"GET4",34.85847,26.71991,25.55022,47.38941,32.5343,66.80389,27.31818,26.26923,22.14775,39.82234,30.50329,27.56224,60.08346,30.42238,40.62023,43.46588,39.94321,36.62952,45.66944,33.63215,36.22744,39.96204,32.04003,42.10833,38.80308,26.29234,44.27728,25.41065,49.33309,34.46078,30.83696,37.5622,55.39483,41.61399,37.00353,51.96577,40.67722,28.11845,25.51806,33.39408,40.945,49.84368,39.1495,29.85272,30.59281,29.01129,37.47185,31.93738,30.66483,33.0743,28.37345,31.11809,32.8572,38.41321,32.10172,51.43203,31.20834,33.54385,39.01278,37.39053,34.7776,32.23749,31.52399,36.51777,32.78316,40.40689,57.99586,19.34358,40.4666,25.34177,31.45376,27.22308,21.7488,28.49454,39.90602,39.10952,32.94312,34.92144,42.86946,34.73559,28.21872,38.94512,27.54848,39.25795,72.41097
"GFAP",3.31985,3.85889,4.03625,3.14508,4.93665,3.85808,4.09773,3.8374,4.98914,3.11653,4.2014,3.81562,4.94107,2.79059,1.9154,7.22243,5.68508,2.77496,4.31151,4.08328,3.50588,3.31716,3.27366,2.23832,3.08183,4.07669,4.33609,3.80324,3.15732,3.15697,2.89648,3.22699,3.75348,3.27992,2.3754,2.62374,3.29116,3.61523,3.9178,2.9964,2.31515,3.02296,3.65909,3.44627,4.37897,5.28852,3.11421,2.35604,3.00636,3.6687,3.04793,4.46887,3.13535,4.21792,4.22054,3.19851,3.00462,3.47732,6.37464,2.7402,2.60755,3.40902,3.42652,3.05207,4.12899,3.8542,2.04913,3.11081,4.465,3.18478,4.97318,3.9804,4.22693,3.19094,3.20001,3.48446,4.46622,5.18189,2.98329,3.3592,3.95474,4.46752,3.44356,2.8065,3.17722
"GFER",24.5358,15.46481,21.55205,20.97608,27.53817,35.80021,34.60303,26.83356,15.33825,17.4872,22.90624,27.20312,24.95948,27.25805,26.59124,26.65732,20.15619,29.46086,42.31785,19.36264,28.13362,34.69361,26.46785,31.75612,27.26955,19.32991,30.28557,24.70016,29.00786,26.65144,28.11709,24.05185,21.201,33.2092,19.84783,31.6024,24.62821,16.80412,26.83796,19.20061,27.25257,28.96417,26.49401,23.45251,24.59422,26.29148,22.20461,28.796,22.76241,30.60983,17.67799,21.03239,27.5783,24.81795,26.9859,17.14401,22.02441,21.25029,27.53843,26.51811,21.709,44.68783,28.92962,35.60751,27.21152,42.97635,30.87181,23.07655,24.3765,26.2972,31.58294,28.75127,20.37595,26.42323,26.78328,20.85098,19.01005,25.75926,24.39759,35.02148,27.84796,30.68992,22.11128,21.46145,42.95399
"GFI1",4.66854,2.42643,5.59744,2.07895,2.02224,3.61478,2.73182,2.37016,9.13553,2.81354,2.93522,3.0525,2.28701,1.84378,4.24494,8.99521,5.53741,1.06374,4.55555,3.07343,1.90443,4.7611,4.59705,4.82637,3.10518,4.53474,1.92218,4.01221,0.98666,1.99387,3.21439,3.01186,3.13478,3.17742,1.42524,1.95802,2.51459,3.01269,2.66075,1.61648,1.85212,2.74175,2.86124,3.08821,1.79958,2.49316,2.17742,3.53405,2.40508,1.84835,2.05043,3.5669,2.94339,2.18428,1.94401,2.94263,2.12591,3.54757,3.76104,2.16565,3.19386,2.14917,3.27967,2.78435,1.94013,2.32081,4.04434,2.71489,5.39018,3.77624,2.06678,6.11275,1.95089,2.79907,8.28238,6.07689,2.44306,2.7036,2.16595,2.28712,3.29562,2.96216,3.14149,2.60839,2.31518
"GFI1B",1.08933,2.19255,2.66545,2.71863,2.37911,3.71905,1.74533,1.7494,3.47217,2.42397,2.53235,2.24448,3.13405,1.64445,2.79545,3.4799,3.76544,2.31247,2.2127,3.77593,1.34176,2.34153,3.13435,1.67874,2.05456,2.56511,2.68212,2.84198,3.35465,2.45911,2.89648,2.79673,2.1861,3.12617,2.53377,2.03634,2.55157,2.81184,2.22078,1.93189,1.58753,1.68723,3.54904,1.74551,2.33945,2.34206,2.05082,2.35604,2.40508,3.10859,2.05043,2.66492,2.49548,2.33492,2.30212,3.45439,2.69282,2.77483,4.27101,2.03305,2.19096,2.14917,2.20276,2.03471,2.08937,1.78205,0.83583,1.92305,2.61464,2.9573,1.74384,1.91912,2.31216,1.62346,2.52774,2.53668,3.092,3.30439,2.28855,1.85828,2.18335,3.44776,2.7186,2.64141,2.24129
"GFM1",32.52419,45.83897,46.53111,33.58305,39.90953,31.90737,37.5625,44.35579,47.70026,40.47162,45.00674,20.55946,26.71003,43.47834,30.05966,30.07156,38.68807,29.83086,25.31587,28.01216,35.70805,37.54246,33.22412,28.04891,42.09504,43.83584,34.88987,36.10987,39.3678,41.04056,28.32903,37.99246,34.64755,37.4116,40.96254,31.40659,42.26733,55.16572,47.39069,52.31871,36.18242,35.22099,43.19376,41.13141,32.39238,31.05115,43.90283,35.86411,46.6844,33.15831,38.18224,46.61564,38.07212,44.17519,37.57563,44.07546,43.45357,45.31054,32.51065,43.48969,41.82878,30.31065,37.34908,22.11413,39.34975,22.79363,25.56024,31.89994,44.1271,44.04099,32.03504,22.78067,41.72735,36.49988,32.9144,43.29087,50.19722,39.50254,28.19821,30.66166,33.20334,42.05296,36.79173,42.1635,20.04848
"GFM2",135.43967,134.50582,157.71838,86.62294,118.24165,125.40501,95.84129,147.93727,157.79853,108.68902,119.82612,65.98777,88.62874,113.04368,92.0081,111.02841,112.74175,88.42884,103.5738,73.6307,108.33607,135.14506,101.55298,85.82546,108.23772,109.01703,100.15473,120.19907,99.25817,116.14312,94.59493,95.94925,86.24765,97.0139,118.45352,88.46321,155.01717,156.65992,132.40899,162.39695,129.4497,134.41624,132.13989,134.44914,85.06,106.14808,132.2402,91.36185,136.66033,112.60944,79.91117,125.04636,106.378,118.21477,109.14584,92.37294,105.95528,139.5143,88.16122,107.53092,129.11222,109.8298,109.11021,63.02261,135.01291,52.63256,90.91681,127.93913,86.52451,121.88618,137.56985,74.27708,141.11432,113.64227,88.06753,132.18629,107.4564,107.46792,96.5278,75.76075,92.93639,121.01152,103.18599,142.53705,85.90798
"GFOD1",7.9884,17.56966,10.54756,17.32459,14.15569,10.91385,12.36907,11.20181,14.93372,10.56158,20.489,15.84604,11.32212,17.3415,11.94104,12.73774,12.77297,13.87482,11.01468,7.55187,14.97574,16.23458,14.03493,15.45838,17.55711,18.09316,12.18128,13.583,18.64791,10.60076,12.2924,15.53259,11.21921,13.42718,20.48127,16.01658,10.87191,18.41089,10.05638,16.6379,15.80914,12.02154,14.63636,10.51783,12.59704,10.35038,15.36852,28.40333,12.92733,13.91865,12.74589,16.19453,11.5816,11.1097,11.33152,14.84108,14.5979,13.83903,12.81302,13.30325,16.15446,9.63419,12.23757,27.95055,14.42658,13.01309,8.95148,10.57675,19.5897,14.14953,11.10893,11.47918,8.74287,9.96469,9.49247,12.90642,15.04008,13.74328,11.03408,14.22301,14.00637,13.69392,11.35771,14.0655,9.60554
"GFOD2",41.4463,49.66863,68.34971,46.34993,74.16868,57.03703,60.63119,72.43085,53.49846,48.30623,65.26553,74.38213,43.87673,65.2798,48.16103,65.59277,70.43591,70.25283,77.6234,49.78963,61.50442,58.38204,56.59245,67.21945,59.93232,50.52344,64.25906,66.20144,53.47707,68.7554,48.18054,52.92268,38.896,70.36455,54.2648,64.69288,63.08666,52.88946,60.71539,49.67714,64.82407,76.4879,57.44495,70.13376,54.76712,67.69301,63.52492,54.05795,61.88797,71.91769,58.96358,69.32898,46.58236,63.83372,69.62619,43.88355,55.75549,57.0421,75.98567,59.93092,58.61584,60.69541,73.18069,78.92551,76.65987,63.5735,45.26967,63.51708,52.37328,63.42267,75.30819,48.44003,56.61191,55.30964,52.97497,57.53532,58.59523,76.45167,49.53078,63.75339,67.51894,57.3008,63.31318,62.43631,66.57376
"GFPT1",150.69025,151.34462,183.68746,123.24445,122.82144,99.8235,119.51705,183.06637,161.87749,203.18052,131.68212,83.44984,119.3481,152.18665,118.72013,110.04353,127.80352,112.84852,65.56745,87.72459,125.34609,124.49112,118.58295,101.63357,139.10275,149.60068,115.04048,147.53224,111.73944,137.21171,92.05168,130.28445,93.21841,115.97595,159.41606,107.7301,186.48655,272.5481,167.56442,211.6404,112.58221,126.89399,146.14347,162.69062,116.19268,188.57339,153.53333,128.99299,178.19098,120.67497,121.91718,162.97026,123.17452,147.70256,126.51401,153.91226,158.67781,174.5685,109.64375,128.39183,162.25431,105.75379,139.89994,75.65926,116.60658,87.32032,85.49739,128.56129,163.67654,150.36723,116.3208,93.53936,191.22327,145.27177,128.05422,208.76067,183.11486,152.30255,127.13717,107.92334,119.63088,152.04136,239.41807,172.64912,67.75598
"GFPT2",2.07491,2.01715,1.86581,2.18556,0.95164,2.22448,0.91061,1.9187,2.35973,1.99112,2.18703,1.79559,2.59759,1.7192,1.13889,2.03541,2.73179,1.84998,2.53809,2.1514,2.4671,1.56102,2.19405,2.51811,1.2841,2.38188,1.94453,1.08664,1.92399,1.79449,1.90744,1.50593,1.89737,1.79371,2.32262,1.33145,1.40521,1.53982,1.90652,2.48386,1.65368,0.98422,2.25598,2.05881,2.33945,1.58655,2.12678,2.55237,1.76087,2.71652,1.77334,2.86992,1.98359,1.92066,1.86727,2.43087,1.89914,1.82647,2.6136,1.50269,1.31149,2.14917,2.20276,1.76699,1.74114,1.57483,1.07849,1.47056,2.09171,1.91087,2.51888,1.91912,1.33672,0.8957,2.15127,1.81192,2.32854,2.7036,1.71641,1.14356,2.18335,2.47656,1.75199,2.08011,1.72407
"GFRA1",3.26798,5.37906,4.79781,4.31782,4.99613,4.10138,4.02184,3.44237,4.24751,4.24195,4.48916,5.43165,4.99754,3.93672,2.32954,4.59609,5.16825,2.95996,2.79841,2.59047,4.54466,4.95623,4.5274,4.96627,3.94568,5.67988,4.44784,3.76145,3.10798,4.41975,4.41537,6.23885,4.24845,4.04865,4.01179,4.19016,3.2172,4.55251,4.02255,5.83509,2.51359,2.67145,6.60287,3.84908,7.07834,3.39976,4.68398,4.18851,4.89606,4.84492,4.76585,4.96086,3.55127,5.15942,5.60181,4.9257,5.04549,4.32031,4.52599,4.2429,3.90361,3.77957,3.18177,3.26625,3.97975,3.52265,1.99521,5.42978,4.26388,3.32127,3.22934,3.23407,3.90178,3.86272,4.54455,4.37648,6.0313,4.20559,3.75976,8.79111,6.46765,5.97288,4.65183,4.6885,2.48759
"GFRA2",2.23053,2.16332,2.7416,1.73246,2.1412,2.46778,1.36591,2.11621,3.06765,1.99112,2.41724,2.64849,2.20231,1.91853,2.64014,3.02029,2.80562,3.05246,2.18016,3.20515,2.4671,2.06835,2.2637,2.658,1.91447,2.56511,2.48096,2.34045,2.66399,2.59204,2.6139,2.32343,8.99186,2.66494,2.7977,2.42794,2.1448,2.14236,2.15793,2.16845,1.85212,1.40603,2.94378,2.41686,2.75935,2.64426,2.40529,1.70158,1.58907,2.24043,2.88168,2.62392,2.49548,2.59854,2.94159,2.49484,2.55109,1.93184,2.74109,3.13798,1.7898,2.07506,1.86011,1.60635,2.18886,2.73524,1.2133,2.03617,1.85036,1.91087,2.26054,4.12256,2.05927,1.62346,2.36639,2.36943,2.97748,2.1779,2.08422,2.21564,2.76008,3.8848,2.89984,2.41029,2.19203
"GFRA3",1.29682,1.4617,2.0562,1.35931,1.78433,1.66836,1.82121,1.52367,2.49457,2.85682,1.61149,1.7507,1.72232,1.32055,6.29838,2.23239,1.8458,2.17372,1.69206,1.405,2.85664,1.40492,1.49752,1.67874,2.00786,1.83222,1.87748,1.75534,2.12132,3.22343,2.36664,2.40949,1.52614,1.63996,2.26983,1.17481,1.36823,1.87456,1.84367,1.41935,1.52138,1.12482,2.80622,1.61124,4.31898,0.83105,1.64572,1.04713,1.58907,2.01638,1.05292,1.27096,1.50369,1.28044,2.12306,2.94263,1.61569,1.33473,1.7849,2.56342,1.08005,2.37149,1.81116,0.85672,2.3381,1.32617,1.99521,1.58369,1.68946,0.86444,1.74384,2.31005,1.4451,2.35122,1.39832,1.42166,1.79412,2.8538,2.04335,2.50153,1.689,1.99096,1.63116,1.94804,6.05888
"GFRA4",0.46685,0.20464,0.19039,0.29319,0.29739,0.34757,0.37942,0.42324,0.10113,0.04329,0.23021,0.53868,0.36705,0.22424,0.13805,0.13132,0.2215,0.2775,0.35794,0.17562,0.30298,0.39025,0.20896,0.34974,0.3969,0.18322,0.17881,0.08359,0.148,0.13292,0.31791,0.04303,0.20624,0.25624,0.05279,0.23496,0.22188,0.1339,0.27236,0.15771,0.33074,0.28121,0.35766,0.17903,0.4199,0.37775,0.17723,0.19634,0.0859,0.19604,0.27708,0.40999,0.12797,0.26362,0.25579,0.19191,0.22676,0.24587,0.38248,0.13259,0.23144,0.22233,0.34265,0.42836,0.24873,0.33154,0.16177,0,0.24135,0.13649,0.06459,0.1777,0.14451,0.11196,0.32269,0.19513,0.34356,0.4506,0.1226,0.21442,0.32956,0.43704,0.24165,0.29716,0.29555
"GFRAL",0.25936,0.32157,0.19039,0.37314,0.47582,0.59088,0.15177,0.56432,0.37081,0.303,0.23021,0.26934,0.33882,0.42357,0.13805,0.52527,1.10748,0.04625,0.37421,0.43906,0.64924,0.42928,0.59204,0.34974,0.49029,0.45805,0.37997,0.33435,0.24667,0.46524,0.24726,0.30119,0.45372,0.46124,0.63344,0.23496,0.33281,0.66949,0.48187,0.63082,0.13229,0.28121,0.4677,0.08951,0.29993,0.4533,0.5317,0.32723,0.30064,0.58811,0.38792,0.49199,0.25595,0.67788,0.46042,0.6397,0.22676,0.49174,1.01994,0.35357,0.44745,0.44466,0.73425,0.16064,0.44772,0.08289,0.08089,0.45248,0.60338,0.63696,0.58128,0.24877,0.36128,0.33589,0.37647,0.27876,0.64894,0.4506,0.28607,0.42883,0.16478,0.67984,0.42289,0.39621,0.22167
"GFY",0.67435,0.61391,0.3427,0.74629,0.71373,0.97321,0.98649,0.22573,0.84276,0.64928,0.97841,0.67334,0.90351,0.44849,0.50042,0.91922,0.51683,0.46249,0.65079,0.61469,0.47611,0.58538,0.73135,0.83937,0.58368,0.77869,0.69288,0.62691,1.18399,0.69786,0.42388,0.08605,0.61871,0.71748,0.36951,0.35244,0.29583,0.40169,0.48187,0.90681,0.46303,0.28121,0.77033,0.40281,0.29993,0.22665,0.70893,0.65445,0.51538,0.5041,0.44334,0.69698,0.41591,0.79086,0.6139,1.02352,0.59525,0.66736,0.57372,0.53036,0.43202,0.59287,0.3916,0.69609,1.14418,1.1604,0.26962,0.33936,0.44248,0.40947,0.83963,0.39093,0.54191,0.44785,1.10252,0.55751,0.34356,1.2767,0.2452,0.7862,0.53554,1.214,0.48331,0.49526,0.56648
"GGA1",93.52651,84.31097,95.68959,118.18034,125.91428,133.19068,107.22387,92.63362,90.41138,97.91102,104.0565,148.04603,132.25136,90.96815,86.34819,158.17117,114.95672,134.07699,152.44839,135.31892,112.01508,104.62717,122.97104,143.04243,104.99246,96.60375,133.83765,113.97179,105.72081,113.94986,133.69747,103.00561,100.23041,121.40831,90.2126,94.2981,88.82425,73.10796,90.94738,88.59091,110.5978,129.42484,98.02507,100.7921,102.51589,87.33607,93.57836,99.3462,101.65776,125.51989,95.64957,101.30805,103.56258,113.20599,123.29105,100.49716,96.45955,83.56106,158.21848,96.26072,96.44843,112.86827,110.92137,160.15346,124.46658,138.54382,92.37277,101.4124,134.91549,86.76257,112.70394,123.35681,77.27689,85.37165,113.56005,100.40806,92.49266,109.42052,95.09746,127.93561,125.02745,127.42144,86.27025,99.77924,170.33818
"GGA2",107.22091,142.63288,163.73467,116.87433,129.06659,139.82936,136.28738,113.31605,166.15872,161.62677,136.45905,132.46933,120.98572,141.0243,134.07783,140.04944,135.62973,143.32687,121.45435,95.32037,120.06562,136.1207,151.59812,148.42838,119.21091,147.17299,125.63484,113.59565,119.13941,112.35476,141.36256,117.11832,102.74649,141.54908,127.69121,106.00704,111.67745,133.62958,131.65476,130.97418,106.82742,136.24407,121.49276,124.91596,98.97672,102.97497,116.44125,96.07393,125.8804,142.85519,166.80487,128.77725,127.6536,127.51679,130.32529,123.27054,126.90256,113.73296,139.66829,130.60167,135.08335,138.21361,134.07486,139.75277,142.87291,103.77317,125.34764,138.11996,117.98066,124.02453,131.11117,119.83842,123.08666,89.62624,140.23577,121.78867,123.33628,120.31,99.79716,123.50432,144.05964,133.97704,115.51031,144.8813,122.7292
"GGA3",41.23881,39.43672,37.84936,51.12086,54.89791,56.82849,43.93674,39.41796,44.39664,45.92555,46.44557,59.793,51.27423,38.76922,38.51502,60.79971,54.85732,47.17438,52.55158,69.89868,49.64501,43.51335,49.66205,51.90097,43.00558,50.38602,61.80045,42.75509,60.43303,41.9378,43.94178,41.52064,45.00057,50.42878,36.15894,31.91568,36.35064,31.66673,43.24243,41.79188,40.87885,46.32861,38.15907,44.48816,49.18843,31.4289,40.25692,45.81182,42.26077,52.70603,47.15978,41.61379,46.32642,40.44685,46.42599,45.67471,39.28679,37.33729,72.03339,43.62228,39.49896,42.61278,41.7546,53.59867,46.91127,56.5282,32.54347,40.83645,64.5213,37.48944,44.24195,52.74028,36.814,35.5482,50.33967,40.30818,48.70848,43.33263,33.87872,50.45952,47.2509,48.94848,41.62479,44.0455,52.14082
"GGACT",3.52734,4.91132,4.30279,4.1579,3.33075,5.03984,3.79419,4.26064,5.4948,5.32407,3.62586,3.72584,4.43285,5.00811,5.26303,6.43453,5.53741,5.17993,4.94603,3.42468,2.94321,3.66839,4.6667,3.91705,3.66551,3.75605,4.17963,6.18549,4.68664,4.58591,3.8502,5.07714,4.57843,4.2024,4.43409,4.07268,5.87971,4.01692,4.21111,4.41575,2.91047,4.00718,5.19976,4.0281,4.73889,3.47531,5.72205,3.20683,4.89606,4.67689,4.04543,4.46887,5.02296,4.93346,4.45076,5.62938,3.94002,5.69016,4.71723,3.71253,4.22762,3.55724,4.11182,2.35599,3.97975,4.76594,5.74297,3.50673,5.34996,4.14022,3.22934,2.87868,3.64889,3.41487,4.86724,5.21274,5.30602,3.98029,3.9641,3.78804,3.21323,5.68152,3.68521,6.43844,4.80277
"GGCT",28.68561,27.53847,26.69256,23.80132,19.92503,23.66985,16.16326,27.45431,28.18192,29.04434,22.27316,14.54424,20.41369,26.33616,29.31766,22.32387,20.96834,16.46478,26.19444,17.6942,23.41583,28.09831,20.89567,13.98948,26.4524,18.32219,21.14402,21.52383,26.8372,23.46124,24.58479,18.4584,21.44848,22.29321,22.11766,22.5172,29.62041,30.6625,25.0781,28.70235,21.69622,29.59688,27.81458,25.69035,14.57657,19.86971,28.6609,18.06295,31.73852,25.51286,17.56716,25.91125,23.77108,27.00223,22.2282,22.9653,26.89983,24.48174,14.40668,22.14262,27.0321,15.78525,23.74089,11.72638,22.33633,16.95017,34.5926,25.848,27.11182,30.52842,23.05748,16.34806,26.73441,25.58351,23.39504,29.46455,23.39992,23.50626,22.19077,19.65491,15.98374,26.80512,18.90938,25.91883,19.99922
