"","GSM3346551","GSM3346553","GSM3346555","GSM3346557","GSM3346559","GSM3346561","GSM3346563","GSM3346565","GSM3346567","GSM3346569","GSM3346571","GSM3346573","GSM3346575","GSM3346577","GSM3346578","GSM3346580","GSM3346582","GSM3346584","GSM3346586","GSM3346588","GSM3346591","GSM3346593","GSM3346595","GSM3346601","GSM3346603","GSM3346605","GSM3346607","GSM3346609","GSM3346611","GSM3346613","GSM3346615","GSM3346617","GSM3346619","GSM3346621","GSM3346623","GSM3346625","GSM3346626","GSM3346628","GSM3346630","GSM3346632","GSM3346634","GSM3346636","GSM3346638","GSM3346640","GSM3346642","GSM3346644","GSM3346646","GSM3346648","GSM3346650"
"EPHA3",3.91084,2.25044,2.16913,5.94372,2.32897,3.03934,4.39327,3.47621,3.72589,3.18196,4.04782,4.39433,2.50487,2.35259,1.69647,5.5837,4.90757,1.95531,3.60544,1.73645,4.96434,4.44458,1.81654,1.00237,5.71944,3.23264,1.66905,0.63885,9.14228,2.59054,1.65809,1.20108,4.71237,2.68714,2.50476,0.50229,2.88184,3.81341,4.60674,6.17791,3.12883,4.74438,2.81554,3.59443,4.9595,3.27504,2.62638,4.70153,2.8136
"EPHA4",22.59024,16.99803,19.36726,17.67476,16.67332,40.32185,18.97314,22.78329,35.89949,14.31884,20.42519,19.42295,29.67629,25.4507,28.28983,20.64671,9.09345,17.37045,18.69796,11.5763,73.2015,27.28358,24.63404,12.65487,65.70711,22.96878,18.06747,20.44306,31.89266,25.90543,14.00653,16.11107,38.02964,14.8256,31.77092,18.76748,31.65299,36.58355,24.63975,21.72776,22.41611,28.05174,23.00823,33.8048,23.95613,19.51923,36.04196,23.46289,25.40635
"EPHA5",3.75646,3.49537,4.02839,4.32745,4.02277,3.69786,3.08977,4.83851,5.33709,3.87802,3.39644,3.38364,4.54272,3.29362,2.24668,3.72247,2.21322,3.04665,2.72504,0.89048,2.12113,3.0804,3.27863,1.69149,2.88189,2.9349,2.83739,1.19251,3.49682,2.77558,2.87985,1.53241,3.34826,2.64081,2.28505,1.46121,2.74011,2.80767,4.43769,2.26944,2.6145,2.76372,2.4636,4.40746,2.56831,3.0567,2.26272,3.0448,2.68761
"EPHA5-AS1",0.41167,0.09576,0,0.15641,0.10586,0.15197,0.19311,0.04698,0,0,0.13958,0.04394,0.12737,0.04277,0,0.04328,0,0.04547,0.12577,0,0.18052,0.17602,0.22153,0.06265,0.08867,0.17014,0.12518,0,0.16852,0.13878,0.08727,0,0.12401,0.09266,0.04394,0.09133,0.09449,0.33524,0.29585,0.04203,0.12858,0.09212,0.04399,0.08558,0.08856,0.08733,0,0.04478,0.08399
"EPHA6",2.16125,1.53222,2.47901,2.97186,2.32897,3.1913,2.94494,3.05343,1.56085,2.23732,2.37286,2.59266,2.12277,1.75375,1.23797,2.16423,1.63586,1.3187,2.3058,0.66786,1.66982,2.59634,1.46209,1.4409,1.95082,1.87153,1.83596,1.06474,2.82273,1.89665,1.87626,1.2425,2.06683,1.99219,1.88956,0.95892,1.51178,1.96956,1.60602,1.17675,2.44306,1.9346,1.36378,2.3535,2.39119,2.44536,1.29299,2.2836,1.59577
"EPHA7",4.11667,4.30936,3.87345,4.37959,4.44622,6.48392,4.00705,7.04638,3.72589,3.87802,4.93182,4.61405,4.755,2.56646,2.84274,3.72247,2.30945,3.18307,3.27005,2.00359,2.12113,2.68435,2.79127,2.00473,2.39419,3.57292,2.58703,2.76833,4.38155,3.42322,3.9707,1.491,3.47227,2.96512,2.85631,3.28773,3.21254,2.76577,4.90259,2.43754,4.07176,2.67159,2.37561,4.19351,4.07387,2.75103,1.61623,2.77614,5.37523
"EPHA8",1.13208,1.0534,1.39444,1.77269,1.79966,1.11442,1.49661,1.26835,0.95665,1.34239,1.20969,1.3183,1.52839,1.02658,0.32095,0.69255,1.4434,0.77303,0.96424,0.35619,0.99287,1.05614,0.7975,0.62648,1.01975,0.80816,1.33524,0.68144,1.13752,0.87893,1.17812,0.45558,1.15742,0.88027,0.87886,0.68494,0.99211,0.67049,1.18338,0.67243,0.81435,0.92124,0.6159,1.24094,0.97419,0.48034,0.44446,1.16419,0.88187
"EPHB1",2.36709,3.6869,3.46028,4.17103,5.08139,3.6472,4.5381,3.00646,8.00564,4.9221,4.04782,3.25181,2.58978,3.72136,6.78589,4.80458,3.12738,6.77539,6.83356,1.38025,3.74582,3.69649,9.65867,9.52248,3.59128,2.29688,6.13376,2.72574,5.26629,4.02459,13.61382,10.22991,6.65519,3.79906,6.89908,2.64845,2.59838,4.65152,2.15545,4.70698,9.2579,4.14558,4.04734,2.61024,5.00378,4.36672,3.11125,3.71645,2.01571
"EPHB2",11.57814,9.09754,13.22138,10.63614,9.47468,14.4875,12.50393,14.37461,11.12733,8.99899,12.09692,7.82191,13.20361,6.50169,18.89046,14.06747,13.47177,13.36888,21.12953,5.38743,12.3206,39.38517,18.65275,17.41611,12.94634,48.31951,12.35097,25.38346,18.11604,21.4645,19.37352,14.4544,35.34276,16.30816,15.33617,14.84046,20.92877,19.19275,10.05876,18.954,20.31594,19.48421,20.10471,16.85961,29.88981,15.63285,26.30416,13.20907,12.89215
"EPHB3",15.3346,11.3001,17.97282,9.59338,8.78657,23.04829,13.08326,21.93773,14.19868,16.05897,13.67883,8.12952,15.66603,10.43692,19.25726,27.13939,13.568,12.41396,21.84224,6.67864,35.29197,25.30332,18.69706,15.91256,35.51376,27.56254,12.43442,19.97457,29.06993,27.61704,14.44287,8.53182,22.11506,14.87193,19.11528,30.91383,20.45634,27.95101,19.77942,32.31847,21.64462,30.81546,21.9524,24.77593,18.90808,18.64589,28.89013,12.04488,25.91028
"EPHB4",23.56795,21.73832,24.89339,16.94483,22.70747,32.57155,26.98724,23.39398,31.46869,18.64432,31.35895,18.32437,24.28446,19.37675,53.92033,30.4723,19.87087,32.01256,37.94093,11.84345,36.42023,48.80241,45.59069,18.85701,48.77046,46.53305,22.49045,56.81467,27.93241,42.88274,26.13679,28.1633,40.42716,21.17281,25.22338,39.40714,37.79462,54.51913,22.27298,36.56316,35.83148,30.21665,39.76948,27.34338,32.41384,30.43603,38.06225,17.82105,28.84986
"EPHB6",15.12877,10.82128,10.38086,7.87283,5.29312,12.41062,9.60726,19.11918,6.74688,10.63969,8.09563,8.43712,12.48187,6.9722,9.81203,17.3138,9.52647,13.27794,13.54135,7.03483,10.87642,13.7738,9.25992,12.02839,13.38971,15.14238,11.47472,12.3936,16.51509,14.52554,13.35202,6.33674,11.82226,7.82977,16.56658,23.33378,10.67698,13.24216,14.24287,18.02942,16.97281,12.34461,12.23,21.01032,11.7788,15.80752,24.32429,19.11958,13.942
"EPHX1",293.05561,385.01726,462.232,390.98235,247.77078,300.28635,364.40012,379.75289,187.45272,278.42185,260.68873,270.20757,310.17881,171.90984,239.24853,431.54656,299.26585,285.83946,314.38565,188.33753,261.93681,278.0285,307.08365,494.3543,322.15106,333.2175,276.18605,293.86896,287.1182,309.29234,483.42157,305.11624,223.87884,260.46727,369.07873,454.7575,300.23101,228.34339,381.76813,370.29653,495.42598,279.50405,302.01051,396.67157,332.02048,427.5454,305.02325,163.52383,430.69017
"EPHX2",31.33817,39.74186,40.02568,48.27972,33.4525,41.89217,43.49821,37.9565,25.8295,41.61412,37.26783,38.58225,35.23794,22.71314,15.40581,45.5353,40.27098,21.4175,35.25781,22.35117,21.9785,29.26384,26.98225,38.02725,18.35543,27.94535,34.38243,42.88783,31.55562,33.53828,51.4009,25.22272,17.27868,34.14521,36.95621,47.53515,29.05461,25.98145,26.07671,40.68177,46.24662,22.15581,24.19604,48.3965,27.45435,35.19575,24.88996,19.61211,31.41149
"EPHX3",9.82856,6.84709,10.89731,7.29931,8.09847,14.33553,10.66937,6.90545,12.18468,7.75604,11.39903,6.19601,10.31665,8.85428,10.49979,4.84787,6.73589,13.0051,11.06785,5.20934,10.28973,12.80568,9.08269,8.14422,13.78874,15.22745,5.50787,15.88596,9.3108,17.43991,7.85413,5.38416,9.92078,9.12701,7.16274,5.11425,12.94466,15.88221,6.1705,7.01845,10.24369,8.24509,15.08953,9.07167,12.39874,8.68977,9.69739,5.32841,13.35408
"EPHX4",1.13208,1.14916,0.98127,1.87697,2.01138,0.60787,1.738,2.01996,0.95665,1.69042,1.67496,1.71379,1.31612,0.85549,1.42137,1.16868,1.39529,1.59153,1.63502,0.53429,4.19713,1.40818,1.19626,1.00237,4.65536,1.65886,1.41869,2.34243,1.51669,1.24901,1.96353,1.491,1.40544,1.76054,1.75773,1.09591,1.51178,1.59241,0.88754,1.80714,1.6287,1.70429,0.87986,1.36931,2.03694,1.74669,1.89907,1.07464,0.7139
"EPM2A",6.58668,7.75685,6.97221,7.29931,6.29881,7.90227,6.61405,6.01291,4.83359,7.15942,8.28174,6.5915,6.66549,5.94563,7.97801,8.39719,6.83211,7.13917,7.88165,4.94219,5.91208,6.42484,7.48768,6.51538,7.18256,7.14584,11.80853,7.83651,6.5302,7.77163,8.63954,8.32474,6.98588,8.06142,6.94302,7.62572,6.992,6.11821,4.60674,5.04319,8.70071,4.83651,7.21482,8.08748,7.21784,9.34478,8.68724,10.25382,6.04713
"EPM2AIP1",40.0861,37.68295,38.63123,34.15035,35.25216,48.17347,41.66366,39.97646,31.56939,40.22201,31.21937,36.6048,49.07839,25.57902,24.07158,50.51302,30.79263,49.20113,40.66597,19.63519,35.3371,34.36851,38.19162,33.07807,33.51861,32.62418,49.32043,21.33744,35.76865,50.70063,48.9574,27.70772,29.10094,40.86306,41.92179,35.66278,35.38521,30.00438,31.65552,27.65351,36.00293,25.5644,27.49549,47.15556,33.29947,40.56681,41.69877,60.67218,40.65016
"EPN1",73.17385,84.65496,74.88675,84.61986,75.90329,83.02452,93.94841,73.65816,67.82133,67.91504,79.56054,81.95432,77.82066,63.43426,79.22987,89.9885,64.08716,67.29914,98.22717,48.57595,67.33455,106.626,102.39076,92.65619,86.0577,92.85343,79.40505,92.84556,87.12552,98.0243,99.96559,107.43471,81.18502,84.45959,75.93381,86.12036,76.95929,82.80538,53.67492,96.7873,101.66541,82.91155,90.80112,79.03478,57.21132,66.06845,69.13429,77.55292,74.66528
"EPN2",54.90612,72.7324,64.60919,68.09214,55.68358,94.32071,71.25789,83.42914,46.27157,68.21335,71.18575,64.94825,63.25848,40.84944,37.87261,57.65497,59.32392,40.5159,62.84359,34.19462,55.51039,43.16967,48.55918,51.93508,47.70638,55.6355,46.19096,58.00718,57.63429,53.47621,57.81511,45.51687,45.13953,56.93957,49.04058,59.45318,49.93614,44.41989,60.64843,48.7929,60.81923,44.40374,38.00977,67.26728,42.33283,54.54031,49.49708,29.10473,64.46075
"EPN2-AS1",0.20583,0.23941,0.46481,0.31283,0.21172,0.10131,0.4345,0.1879,0.3021,0.04972,0.23263,0.21972,0.08491,0.1711,0.0917,0.17314,0.09623,0.13642,0.20962,0.04452,0.4513,0.70409,0.22153,0.06265,0.8424,0.34028,0.29208,0.04259,1.01113,0,0.04363,0.16567,0.12401,0.23165,0.17577,0,0.51968,0.62858,0.12679,0.29419,0.17144,0.41456,0.26396,0.21395,0.53137,0.131,0.16162,0.04478,0.04199
